-33.15,-44.550003,-2.8312502,590984754607070
-32.7,-45.16875,-3.16875,590984764607070
-32.30625,-44.831253,-3.16875,590984774607070
-31.800001,-44.662502,-3.8437502,590984784607070
-31.1625,-44.68125,-4.33125,590984794607070
-31.10625,-44.8125,-4.59375,590984804607070
-31.06875,-44.8875,-4.8,590984814607070
-31.35,-45.05625,-4.6312504,590984824607070
-31.06875,-45.15,-5.0062504,590984834607070
-30.393751,-45.0,-5.53125,590984844607070
-30.487501,-45.09375,-5.7000003,590984854607070
-30.375002,-45.28125,-5.5125003,590984864607070
-30.187502,-45.487503,-5.7000003,590984874607070
-29.8875,-45.43125,-5.8500004,590984884607070
-29.60625,-45.3375,-5.9812503,590984894607070
-28.837502,-45.05625,-6.43125,590984904607070
-28.500002,-44.86875,-6.5062504,590984914607070
-28.331251,-44.8875,-6.20625,590984924607070
-27.581251,-44.8875,-6.5437503,590984934607070
-27.093752,-44.775,-6.7312503,590984944607070
-27.750002,-44.5875,-6.05625,590984954607070
-27.825,-44.98125,-5.7375,590984964607070
-27.487501,-44.925003,-5.6062503,590984974607070
-27.35625,-45.05625,-5.3250003,590984984607070
-27.187502,-45.16875,-5.15625,590984994607070
-27.281252,-45.45,-5.34375,590985004607070
-27.2625,-45.46875,-5.0625,590985014607070
-27.281252,-45.375,-4.89375,590985024607070
-26.5125,-45.54375,-5.2125,590985034607070
-26.643751,-45.2625,-4.96875,590985044607070
-27.91875,-45.675003,-4.2375,590985054607070
-28.987501,-46.0125,-3.6000001,590985064607070
-29.812502,-46.162502,-3.1125002,590985074607070
-30.581251,-45.862503,-2.3625002,590985084607070
-31.593752,-46.050003,-1.7062501,590985094607070
-32.8875,-46.2,-0.88125,590985104607070
-34.65,-46.0875,-0.0375,590985114607070
-35.193752,-45.84375,0.31875002,590985124607070
-34.912502,-45.581253,0.16875,590985134607070
-35.2125,-45.2625,0.61875004,590985144607070
-35.456253,-44.943752,1.0875001,590985154607070
-35.4375,-44.98125,1.21875,590985164607070
-35.100002,-44.625,1.2,590985174607070
-34.40625,-44.4,0.7875,590985184607070
-33.35625,-44.081253,0.73125005,590985194607070
-32.756252,-43.987503,0.675,590985204607070
-32.175003,-43.725002,0.93750006,590985214607070
-31.331251,-43.40625,0.61875004,590985224607070
-30.6,-43.18125,0.26250002,590985234607070
-30.975,-42.862503,0.675,590985244607070
-30.825,-42.6375,0.69375,590985254607070
-30.843752,-42.45,0.84375006,590985264607070
-31.06875,-42.43125,1.0500001,590985274607070
-31.687502,-42.46875,1.5,590985284607070
-31.875002,-42.28125,1.5187501,590985294607070
-31.837502,-42.206253,1.5,590985304607070
-32.006252,-42.16875,1.6500001,590985314607070
-31.500002,-42.206253,1.4625001,590985324607070
-31.556252,-42.318752,1.5375,590985334607070
-31.518751,-42.24375,1.7062501,590985344607070
-32.1375,-42.28125,2.0812502,590985354607070
-32.4375,-42.300003,2.3625002,590985364607070
-33.112503,-42.525,2.8312502,590985374607070
-33.600002,-42.787502,3.5812502,590985384607070
-33.881252,-42.825,3.99375,590985394607070
-34.2,-43.143753,4.3500004,590985404607070
-34.66875,-43.162502,4.9500003,590985414607070
-34.912502,-43.275,5.30625,590985424607070
-33.99375,-43.331253,5.34375,590985434607070
-33.393753,-43.350002,5.4375,590985444607070
-33.787502,-43.575,6.0,590985454607070
-34.03125,-43.537502,6.1312504,590985464607070
-33.99375,-43.95,6.5437503,590985474607070
-34.3125,-43.800003,6.99375,590985484607070
-34.237503,-43.875,7.4437504,590985494607070
-34.237503,-44.025,7.8,590985504607070
