1.144000000000000000e+03,8.727633568650310000e+14
1.145000000000000000e+03,8.727633610316970000e+14
1.146000000000000000e+03,8.727633651983640000e+14
1.147000000000000000e+03,8.727633693650310000e+14
1.148000000000000000e+03,8.727633735316970000e+14
1.149000000000000000e+03,8.727633776983640000e+14
1.150000000000000000e+03,8.727633818650310000e+14
1.151000000000000000e+03,8.727633860316970000e+14
1.152000000000000000e+03,8.727633902031650000e+14
1.153000000000000000e+03,8.727633943698310000e+14
1.154000000000000000e+03,8.727633985364980000e+14
1.155000000000000000e+03,8.727634027031650000e+14
1.156000000000000000e+03,8.727634068698310000e+14
