2.028000000000000000e+03,8.727670433460290000e+14
2.029000000000000000e+03,8.727670475126960000e+14
2.030000000000000000e+03,8.727670516793630000e+14
2.031000000000000000e+03,8.727670558460290000e+14
2.032000000000000000e+03,8.727670600782080000e+14
2.033000000000000000e+03,8.727670642448740000e+14
2.034000000000000000e+03,8.727670684115410000e+14
2.035000000000000000e+03,8.727670725782080000e+14
2.036000000000000000e+03,8.727670767448740000e+14
2.037000000000000000e+03,8.727670809115410000e+14
2.038000000000000000e+03,8.727670850782080000e+14
2.039000000000000000e+03,8.727670892448740000e+14
2.040000000000000000e+03,8.727670933519710000e+14
