1.755000000000000000e+03,8.727659048347990000e+14
1.756000000000000000e+03,8.727659090014650000e+14
1.757000000000000000e+03,8.727659131681320000e+14
1.758000000000000000e+03,8.727659173347990000e+14
1.759000000000000000e+03,8.727659215014650000e+14
1.760000000000000000e+03,8.727659256946620000e+14
1.761000000000000000e+03,8.727659298613280000e+14
1.762000000000000000e+03,8.727659340279950000e+14
1.763000000000000000e+03,8.727659381946620000e+14
1.764000000000000000e+03,8.727659423613280000e+14
1.765000000000000000e+03,8.727659465279950000e+14
1.766000000000000000e+03,8.727659506946620000e+14
1.767000000000000000e+03,8.727659548613280000e+14
