9.230000000000000000e+02,8.727624352044670000e+14
9.240000000000000000e+02,8.727624393711330000e+14
9.250000000000000000e+02,8.727624435378000000e+14
9.260000000000000000e+02,8.727624477044670000e+14
9.270000000000000000e+02,8.727624518711330000e+14
9.280000000000000000e+02,8.727624560810130000e+14
9.290000000000000000e+02,8.727624602476790000e+14
9.300000000000000000e+02,8.727624644143460000e+14
9.310000000000000000e+02,8.727624685810130000e+14
9.320000000000000000e+02,8.727624727476790000e+14
9.330000000000000000e+02,8.727624769143460000e+14
9.340000000000000000e+02,8.727624810810130000e+14
9.350000000000000000e+02,8.727624852476790000e+14
