8.580000000000000000e+02,8.727621641748030000e+14
8.590000000000000000e+02,8.727621683414700000e+14
8.600000000000000000e+02,8.727621725081360000e+14
8.610000000000000000e+02,8.727621766748030000e+14
8.620000000000000000e+02,8.727621808414700000e+14
8.630000000000000000e+02,8.727621850081360000e+14
8.640000000000000000e+02,8.727621891972240000e+14
8.650000000000000000e+02,8.727621933638900000e+14
8.660000000000000000e+02,8.727621975305570000e+14
8.670000000000000000e+02,8.727622016972240000e+14
8.680000000000000000e+02,8.727622058638900000e+14
8.690000000000000000e+02,8.727622100305570000e+14
8.700000000000000000e+02,8.727622141972240000e+14
