8.190000000000000000e+02,8.727620016567370000e+14
8.200000000000000000e+02,8.727620058234030000e+14
8.210000000000000000e+02,8.727620099900700000e+14
8.220000000000000000e+02,8.727620141567370000e+14
8.230000000000000000e+02,8.727620183234030000e+14
8.240000000000000000e+02,8.727620224292800000e+14
8.250000000000000000e+02,8.727620265959460000e+14
8.260000000000000000e+02,8.727620307626130000e+14
8.270000000000000000e+02,8.727620349292800000e+14
8.280000000000000000e+02,8.727620390959460000e+14
8.290000000000000000e+02,8.727620432626130000e+14
8.300000000000000000e+02,8.727620474292800000e+14
8.310000000000000000e+02,8.727620515959460000e+14
