1.326000000000000000e+03,8.727641158101810000e+14
1.327000000000000000e+03,8.727641199768470000e+14
1.328000000000000000e+03,8.727641241748450000e+14
1.329000000000000000e+03,8.727641283415110000e+14
1.330000000000000000e+03,8.727641325081780000e+14
1.331000000000000000e+03,8.727641366748450000e+14
1.332000000000000000e+03,8.727641408415110000e+14
1.333000000000000000e+03,8.727641450081780000e+14
1.334000000000000000e+03,8.727641491748450000e+14
1.335000000000000000e+03,8.727641533415110000e+14
1.336000000000000000e+03,8.727641575247800000e+14
1.337000000000000000e+03,8.727641616914460000e+14
1.338000000000000000e+03,8.727641658581130000e+14
