2.015000000000000000e+03,8.727669890827240000e+14
2.016000000000000000e+03,8.727669932885760000e+14
2.017000000000000000e+03,8.727669974552420000e+14
2.018000000000000000e+03,8.727670016219090000e+14
2.019000000000000000e+03,8.727670057885760000e+14
2.020000000000000000e+03,8.727670099552420000e+14
2.021000000000000000e+03,8.727670141219090000e+14
2.022000000000000000e+03,8.727670182885760000e+14
2.023000000000000000e+03,8.727670224552420000e+14
2.024000000000000000e+03,8.727670266793630000e+14
2.025000000000000000e+03,8.727670308460290000e+14
2.026000000000000000e+03,8.727670350126960000e+14
2.027000000000000000e+03,8.727670391793630000e+14
