1.833000000000000000e+03,8.727662301745610000e+14
1.834000000000000000e+03,8.727662343412280000e+14
1.835000000000000000e+03,8.727662385078950000e+14
1.836000000000000000e+03,8.727662426745610000e+14
1.837000000000000000e+03,8.727662468412280000e+14
1.838000000000000000e+03,8.727662510078950000e+14
1.839000000000000000e+03,8.727662551745610000e+14
1.840000000000000000e+03,8.727662593092050000e+14
1.841000000000000000e+03,8.727662634758710000e+14
1.842000000000000000e+03,8.727662676425380000e+14
1.843000000000000000e+03,8.727662718092050000e+14
1.844000000000000000e+03,8.727662759758710000e+14
1.845000000000000000e+03,8.727662801425380000e+14
