1.105000000000000000e+03,8.727631942032870000e+14
1.106000000000000000e+03,8.727631983699540000e+14
1.107000000000000000e+03,8.727632025366210000e+14
1.108000000000000000e+03,8.727632067032870000e+14
1.109000000000000000e+03,8.727632108699540000e+14
1.110000000000000000e+03,8.727632150366210000e+14
1.111000000000000000e+03,8.727632192032870000e+14
1.112000000000000000e+03,8.727632234041740000e+14
1.113000000000000000e+03,8.727632275708400000e+14
1.114000000000000000e+03,8.727632317375070000e+14
1.115000000000000000e+03,8.727632359041740000e+14
1.116000000000000000e+03,8.727632400708400000e+14
1.117000000000000000e+03,8.727632442375070000e+14
