1.053000000000000000e+03,8.727629773332920000e+14
1.054000000000000000e+03,8.727629814999590000e+14
1.055000000000000000e+03,8.727629856666250000e+14
1.056000000000000000e+03,8.727629898675940000e+14
1.057000000000000000e+03,8.727629940342600000e+14
1.058000000000000000e+03,8.727629982009270000e+14
1.059000000000000000e+03,8.727630023675940000e+14
1.060000000000000000e+03,8.727630065342600000e+14
1.061000000000000000e+03,8.727630107009270000e+14
1.062000000000000000e+03,8.727630148675940000e+14
1.063000000000000000e+03,8.727630190342600000e+14
1.064000000000000000e+03,8.727630232399900000e+14
1.065000000000000000e+03,8.727630274066560000e+14
