1.248000000000000000e+03,8.727637905988360000e+14
1.249000000000000000e+03,8.727637947655020000e+14
1.250000000000000000e+03,8.727637989321690000e+14
1.251000000000000000e+03,8.727638030988360000e+14
1.252000000000000000e+03,8.727638072655020000e+14
1.253000000000000000e+03,8.727638114321690000e+14
1.254000000000000000e+03,8.727638155988360000e+14
1.255000000000000000e+03,8.727638197655020000e+14
1.256000000000000000e+03,8.727638239054360000e+14
1.257000000000000000e+03,8.727638280721020000e+14
1.258000000000000000e+03,8.727638322387690000e+14
1.259000000000000000e+03,8.727638364054360000e+14
1.260000000000000000e+03,8.727638405721020000e+14
