1.001000000000000000e+03,8.727627605050850000e+14
1.002000000000000000e+03,8.727627646717520000e+14
1.003000000000000000e+03,8.727627688384190000e+14
1.004000000000000000e+03,8.727627730050850000e+14
1.005000000000000000e+03,8.727627771717520000e+14
1.006000000000000000e+03,8.727627813384190000e+14
1.007000000000000000e+03,8.727627855050850000e+14
1.008000000000000000e+03,8.727627896936440000e+14
1.009000000000000000e+03,8.727627938603100000e+14
1.010000000000000000e+03,8.727627980269770000e+14
1.011000000000000000e+03,8.727628021936440000e+14
1.012000000000000000e+03,8.727628063603100000e+14
1.013000000000000000e+03,8.727628105269770000e+14
