1.079000000000000000e+03,8.727630857567530000e+14
1.080000000000000000e+03,8.727630899568680000e+14
1.081000000000000000e+03,8.727630941235340000e+14
1.082000000000000000e+03,8.727630982902010000e+14
1.083000000000000000e+03,8.727631024568680000e+14
1.084000000000000000e+03,8.727631066235340000e+14
1.085000000000000000e+03,8.727631107902010000e+14
1.086000000000000000e+03,8.727631149568680000e+14
1.087000000000000000e+03,8.727631191235340000e+14
1.088000000000000000e+03,8.727631233217360000e+14
1.089000000000000000e+03,8.727631274884020000e+14
1.090000000000000000e+03,8.727631316550690000e+14
1.091000000000000000e+03,8.727631358217360000e+14
